src_team,src_image,win,team,slot_index,hero,kills,assists,deaths,damage,heal,mitig
blue,blue_2025-11-26_02-50-31.png,0,red,2,echo,5,0,8,4874,52,603
blue,blue_2025-11-26_02-50-31.png,0,red,3,moira,4,5,8,1967,7585,508
blue,blue_2025-11-26_02-50-31.png,0,red,4,kiriko,2,3,8,1295,7495,0
blue,blue_2025-11-26_02-50-45.png,1,blue,0,mauga,25,16,7,11553,2116,4543
blue,blue_2025-11-26_02-50-45.png,1,blue,1,cassidy,23,7,5,8240,357,61
blue,blue_2025-11-26_02-50-45.png,1,blue,2,reaper,25,0,0,8588,1484,0
blue,blue_2025-11-26_02-50-45.png,1,blue,3,kiriko,19,14,5,7792,8065,0
blue,blue_2025-11-26_02-50-45.png,1,blue,4,lucio,13,19,5,3941,6999,1634
blue,blue_2025-11-26_02-50-45.png,0,red,0,junker_queen,22,6,10,11822,1420,7217
blue,blue_2025-11-26_02-50-45.png,0,red,1,tracer,15,0,6,6840,0,0
blue,blue_2025-11-26_02-50-45.png,0,red,2,cassidy,19,2,7,10357,0,249
blue,blue_2025-11-26_02-50-45.png,0,red,3,brigitte,16,17,9,6260,12233,2896
blue,blue_2025-11-26_02-50-45.png,0,red,4,kiriko,6,17,9,2128,7940,0
blue,blue_2025-11-26_02-54-29.png,1,blue,0,reinhardt,30,4,9,12901,0,28743
blue,blue_2025-11-26_02-54-29.png,1,blue,1,genji,29,0,13,10346,0,2277
blue,blue_2025-11-26_02-54-29.png,1,blue,2,ashe,28,8,10,13613,284,1202
blue,blue_2025-11-26_02-54-29.png,1,blue,3,baptiste,15,29,5,5894,20020,944
blue,blue_2025-11-26_02-54-29.png,1,blue,4,wuyang,20,19,3,7583,13066,2458
blue,blue_2025-11-26_02-54-29.png,0,red,0,sigma,15,2,10,19025,0,25715
blue,blue_2025-11-26_02-54-29.png,0,red,1,cassidy,28,1,11,16648,0,585
blue,blue_2025-11-26_02-54-29.png,0,red,2,genji,25,0,10,10110,0,3678
blue,blue_2025-11-26_02-54-29.png,0,red,3,ana,22,16,8,6382,10970,927
blue,blue_2025-11-26_02-54-29.png,0,red,4,lifeweaver,7,21,7,1996,14551,697
blue,blue_2025-11-26_02-54-42.png,1,blue,0,zarya,30,0,7,16784,670,10901
blue,blue_2025-11-26_02-54-42.png,1,blue,1,ashe,25,6,11,12318,189,0
blue,blue_2025-11-26_02-54-42.png,1,blue,2,genji,35,1,0,13933,154,1734
blue,blue_2025-11-26_02-54-42.png,1,blue,3,ana,19,20,10,4115,14569,2017
blue,blue_2025-11-26_02-54-42.png,1,blue,4,zenyatta,19,28,7,5887,14856,627
blue,blue_2025-11-26_02-54-42.png,0,red,0,junker_queen,20,8,12,12907,112,10155
blue,blue_2025-11-26_02-54-42.png,0,red,1,ashe,29,5,11,15849,0,45
blue,blue_2025-11-26_02-54-42.png,0,red,2,symmetra,20,5,11,9887,1821,4783
blue,blue_2025-11-26_02-54-42.png,0,red,3,kiriko,16,17,15,8168,10716,477
blue,blue_2025-11-26_02-54-42.png,0,red,4,zenyatta,7,20,13,6383,11472,0
blue,blue_2025-11-26_02-55-11.png,1,blue,0,ramattra,30,9,12,15416,393,13176
blue,blue_2025-11-26_02-55-11.png,1,blue,1,pharah,33,2,11,17760,395,1413
blue,blue_2025-11-26_02-55-11.png,1,blue,2,sombra,42,7,14,14871,604,271
blue,blue_2025-11-26_02-55-11.png,1,blue,3,kiriko,21,26,6,7435,12646,862
blue,blue_2025-11-26_02-55-11.png,1,blue,4,mercy,0,26,8,5705,9346,528
blue,blue_2025-11-26_02-55-11.png,0,red,0,reinhardt,21,0,13,13533,0,30144
blue,blue_2025-11-26_02-55-11.png,0,red,1,cassidy,30,0,13,13957,321,92
blue,blue_2025-11-26_02-55-11.png,0,red,2,symmetra,31,12,11,10539,724,1631
blue,blue_2025-11-26_02-55-11.png,0,red,3,brigitte,12,20,11,8114,14736,2125
blue,blue_2025-11-26_02-55-11.png,0,red,4,ana,16,17,15,5349,13459,1063
blue,blue_2025-11-26_02-55-19.png,1,blue,0,dva,29,17,5,11302,626,15087
blue,blue_2025-11-26_02-55-19.png,1,blue,1,echo,28,0,12,11102,0,1241
blue,blue_2025-11-26_02-55-19.png,1,blue,2,sojourn,38,2,6,13981,0,0
blue,blue_2025-11-26_02-55-19.png,1,blue,3,juno,19,16,7,5025,10276,0
blue,blue_2025-11-26_02-55-19.png,1,blue,4,ana,14,18,4,4830,7830,513
blue,blue_2025-11-26_02-55-19.png,0,red,0,dva,23,6,11,12808,0,14944
blue,blue_2025-11-26_02-55-19.png,0,red,1,echo,7,1,7,8281,250,230
blue,blue_2025-11-26_02-55-19.png,0,red,2,sombra,15,2,15,9165,143,925
blue,blue_2025-11-26_02-55-19.png,0,red,3,baptiste,6,8,7,2775,7388,15
blue,blue_2025-11-26_02-55-19.png,0,red,4,ana,10,19,0,5875,9644,245
blue,blue_2025-11-26_02-55-31.png,1,blue,0,winston,28,4,4,12711,0,13816
blue,blue_2025-11-26_02-55-31.png,1,blue,1,freja,23,1,3,12101,230,0
blue,blue_2025-11-26_02-55-31.png,1,blue,2,genji,15,2,0,6950,36,1184
blue,blue_2025-11-26_02-55-31.png,1,blue,3,zenyatta,16,22,4,6153,7059,0
blue,blue_2025-11-26_02-55-31.png,1,blue,4,ana,15,7,4,5026,5782,1016
blue,blue_2025-11-26_02-55-31.png,0,red,0,roadhog,7,0,7,6827,5159,1712
blue,blue_2025-11-26_02-55-31.png,0,red,1,ashe,7,2,8,5465,0,105
blue,blue_2025-11-26_02-55-31.png,0,red,2,freja,11,1,11,6590,573,34
blue,blue_2025-11-26_02-55-31.png,0,red,3,kiriko,7,11,0,2928,8797,183
blue,blue_2025-11-26_02-55-31.png,0,red,4,brigitte,10,12,0,4165,9804,3503
blue,blue_2025-11-26_02-55-37.png,1,blue,0,wrecking_ball,30,6,3,11069,504,3696
blue,blue_2025-11-26_02-55-37.png,1,blue,1,pharah,23,6,8,8494,29,771
blue,blue_2025-11-26_02-55-37.png,1,blue,2,soldier,18,0,10,7812,521,0
blue,blue_2025-11-26_02-55-37.png,1,blue,3,ana,22,8,7,7169,5912,399
blue,blue_2025-11-26_02-55-37.png,1,blue,4,mercy,6,20,3,3005,9567,40
blue,blue_2025-11-26_02-55-37.png,0,red,0,sigma,12,0,6,11156,0,8580
blue,blue_2025-11-26_02-55-37.png,0,red,1,soldier,9,3,11,8170,1820,0
blue,blue_2025-11-26_02-55-37.png,0,red,2,pharah,20,1,11,11716,0,0
blue,blue_2025-11-26_02-55-37.png,0,red,3,moira,12,11,8,4287,9907,0
blue,blue_2025-11-26_02-55-37.png,0,red,4,mercy,2,20,10,1538,7677,137
blue,blue_2025-11-26_02-56-08.png,1,blue,0,winston,23,4,4,8363,0,7987
blue,blue_2025-11-26_02-56-08.png,1,blue,1,reaper,7,0,6,6137,1195,0
blue,blue_2025-11-26_02-56-08.png,1,blue,2,tracer,25,0,4,5900,0,0
blue,blue_2025-11-26_02-56-08.png,1,blue,3,ana,15,19,6,2815,6219,510
blue,blue_2025-11-26_02-56-08.png,1,blue,4,kiriko,19,16,3,5969,5745,0
blue,blue_2025-11-26_02-56-08.png,0,red,0,junker_queen,11,3,7,6265,821,3342
blue,blue_2025-11-26_02-56-08.png,0,red,1,tracer,7,0,5,4560,0,655
blue,blue_2025-11-26_02-56-08.png,0,red,2,reaper,16,0,7,7139,1428,0
blue,blue_2025-11-26_02-56-08.png,0,red,3,baptiste,6,7,6,4609,4774,498
blue,blue_2025-11-26_02-56-08.png,0,red,4,ana,6,9,8,2871,6038,236
blue,blue_2025-11-26_02-56-40.png,1,blue,0,winston,26,2,5,10511,0,19250
blue,blue_2025-11-26_02-56-40.png,1,blue,1,reaper,25,0,7,9780,1556,395
blue,blue_2025-11-26_02-56-40.png,1,blue,2,cassidy,19,3,2,11246,0,88
blue,blue_2025-11-26_02-56-40.png,1,blue,3,zenyatta,18,27,4,5163,11779,153
blue,blue_2025-11-26_02-56-40.png,1,blue,4,kiriko,16,23,1,5887,13540,0
blue,blue_2025-11-26_02-56-40.png,0,red,0,winston,13,3,11,10309,970,15242
blue,blue_2025-11-26_02-56-40.png,0,red,1,cassidy,11,1,10,14411,0,551
blue,blue_2025-11-26_02-56-40.png,0,red,2,junkrat,9,0,0,9513,0,245
blue,blue_2025-11-26_02-56-40.png,0,red,3,wuyang,8,0,0,5064,8036,68
blue,blue_2025-11-26_02-56-40.png,0,red,4,ana,5,9,8,3724,10551,1210
blue,blue_2025-11-26_02-56-49.png,1,blue,0,winston,39,9,6,16711,1070,26236
blue,blue_2025-11-26_02-56-49.png,1,blue,1,reaper,18,2,11,12875,1060,319
blue,blue_2025-11-26_02-56-49.png,1,blue,2,genji,26,0,14,11831,0,1693
blue,blue_2025-11-26_02-56-49.png,1,blue,3,ana,15,11,15,7042,13175,912
blue,blue_2025-11-26_02-56-49.png,1,blue,4,kiriko,23,26,9,7686,15994,0
blue,blue_2025-11-26_02-56-49.png,0,red,0,winston,39,10,0,17592,894,25054
blue,blue_2025-11-26_02-56-49.png,0,red,1,sojourn,34,0,13,13845,0,0
blue,blue_2025-11-26_02-56-49.png,0,red,2,cassidy,23,3,14,14052,666,260
blue,blue_2025-11-26_02-56-49.png,0,red,3,ana,20,26,10,7413,16245,1844
blue,blue_2025-11-26_02-56-49.png,0,red,4,wuyang,7,17,8,5412,13822,419
blue,blue_2025-11-26_02-57-02.png,1,blue,0,winston,7,5,2,8528,311,12679
blue,blue_2025-11-26_02-57-02.png,1,blue,1,tracer,16,0,5,5977,0,0
blue,blue_2025-11-26_02-57-02.png,1,blue,2,mei,12,6,4,5133,1200,3105
blue,blue_2025-11-26_02-57-02.png,1,blue,3,kiriko,7,9,6,3373,6211,0
blue,blue_2025-11-26_02-57-02.png,1,blue,4,wuyang,0,5,5,5594,6617,331
blue,blue_2025-11-26_02-57-02.png,0,red,0,hazard,10,1,6,6808,0,2091
blue,blue_2025-11-26_02-57-02.png,0,red,1,freja,11,0,6,6764,317,0
blue,blue_2025-11-26_02-57-02.png,0,red,2,echo,11,1,5,6097,0,617
blue,blue_2025-11-26_02-57-02.png,0,red,3,kiriko,4,6,4,3319,7077,0
blue,blue_2025-11-26_02-57-02.png,0,red,4,wuyang,8,2,4,3116,8136,250
blue,blue_2025-11-26_02-57-08.png,1,blue,0,winston,21,3,5,14964,0,19436
blue,blue_2025-11-26_02-57-08.png,1,blue,1,genji,27,0,7,15263,77,860
blue,blue_2025-11-26_02-57-08.png,1,blue,2,venture,14,2,12,10325,0,1432
blue,blue_2025-11-26_02-57-08.png,1,blue,3,ana,8,11,8,4138,13971,970
blue,blue_2025-11-26_02-57-08.png,1,blue,4,zenyatta,16,21,7,8327,13567,0
blue,blue_2025-11-26_02-57-08.png,0,red,0,orisa,18,5,10,13050,1132,14041
blue,blue_2025-11-26_02-57-08.png,0,red,1,reaper,20,0,7,9999,1829,0
blue,blue_2025-11-26_02-57-08.png,0,red,2,hanzo,26,4,8,14674,0,0
blue,blue_2025-11-26_02-57-08.png,0,red,3,illari,15,9,5,8152,12641,2699
blue,blue_2025-11-26_02-57-08.png,0,red,4,ana,4,22,5,3111,16939,1010
blue,blue_2025-11-26_02-57-17.png,1,blue,0,wrecking_ball,22,1,10,6653,0,8959
blue,blue_2025-11-26_02-57-17.png,1,blue,1,ashe,20,3,11,10077,553,0
blue,blue_2025-11-26_02-57-17.png,1,blue,2,hanzo,25,3,11,10501,80,575
blue,blue_2025-11-26_02-57-17.png,1,blue,3,kiriko,7,19,11,5259,9222,0
blue,blue_2025-11-26_02-57-17.png,1,blue,4,ana,7,11,6,4325,8153,333
blue,blue_2025-11-26_02-57-17.png,0,red,0,orisa,34,7,10,12400,0,9367
blue,blue_2025-11-26_02-57-17.png,0,red,1,sombra,28,4,11,11585,336,32
blue,blue_2025-11-26_02-57-17.png,0,red,2,tracer,24,1,9,8355,0,41
blue,blue_2025-11-26_02-57-17.png,0,red,3,wuyang,21,8,9,5040,8172,225
blue,blue_2025-11-26_02-57-17.png,0,red,4,kiriko,12,17,9,5788,5601,80
blue,blue_2025-11-26_02-57-32.png,1,blue,0,winston,24,3,1,9326,0,8934
blue,blue_2025-11-26_02-57-32.png,1,blue,1,reaper,25,0,4,6674,1205,0
blue,blue_2025-11-26_02-57-32.png,1,blue,2,cassidy,28,2,1,11479,575,61
blue,blue_2025-11-26_02-57-32.png,1,blue,3,zenyatta,12,19,3,4912,1716,0
blue,blue_2025-11-26_02-57-32.png,1,blue,4,ana,0,15,2,2003,7763,576
blue,blue_2025-11-26_02-57-32.png,0,red,0,orisa,5,0,8,6720,0,7788
blue,blue_2025-11-26_02-57-32.png,0,red,1,soldier,2,0,7,7092,605,35
blue,blue_2025-11-26_02-57-32.png,0,red,2,genji,5,1,11,7257,378,2076
blue,blue_2025-11-26_02-57-32.png,0,red,3,kiriko,4,0,8,5110,6592,0
blue,blue_2025-11-26_02-57-32.png,0,red,4,ana,1,6,8,4002,8435,627
blue,blue_2025-11-26_02-57-36.png,1,blue,0,wrecking_ball,16,5,3,8584,500,2542
blue,blue_2025-11-26_02-57-36.png,1,blue,1,venture,23,0,5,9508,0,1573
blue,blue_2025-11-26_02-57-36.png,1,blue,2,sojourn,24,0,6,12876,0,0
blue,blue_2025-11-26_02-57-36.png,1,blue,3,mercy,2,29,6,559,10109,28
blue,blue_2025-11-26_02-57-36.png,1,blue,4,zenyatta,26,14,5,9374,4397,0
blue,blue_2025-11-26_02-57-36.png,0,red,0,winston,11,2,0,9205,672,14661
blue,blue_2025-11-26_02-57-36.png,0,red,1,junkrat,11,0,9,9634,663,690
blue,blue_2025-11-26_02-57-36.png,0,red,2,cassidy,12,1,13,7702,458,2293
blue,blue_2025-11-26_02-57-36.png,0,red,3,wuyang,8,2,7,6249,7109,387
blue,blue_2025-11-26_02-57-36.png,0,red,4,kiriko,4,8,8,2649,8756,0
blue,blue_2025-11-26_02-58-03.png,1,blue,0,winston,25,8,4,10804,1351,12617
blue,blue_2025-11-26_02-58-03.png,1,blue,1,ashe,21,3,7,7512,0,0
blue,blue_2025-11-26_02-58-03.png,1,blue,2,reaper,18,0,5,9844,1468,60
blue,blue_2025-11-26_02-58-03.png,1,blue,3,kiriko,11,8,8,446,6773,0
blue,blue_2025-11-26_02-58-03.png,1,blue,4,ana,0,7,9,2035,4026,340
blue,blue_2025-11-26_02-58-03.png,0,red,0,junker_queen,7,6,7,9109,1144,4809
blue,blue_2025-11-26_02-58-03.png,0,red,1,soldier,12,2,11,8625,613,18
blue,blue_2025-11-26_02-58-03.png,0,red,2,pharah,22,0,8,8405,0,0
blue,blue_2025-11-26_02-58-03.png,0,red,3,mercy,3,6,0,1368,4827,98
blue,blue_2025-11-26_02-58-03.png,0,red,4,ana,2,14,8,2214,8703,382
blue,blue_2025-11-26_02-58-07.png,1,blue,0,winston,20,2,1,5065,0,7938
blue,blue_2025-11-26_02-58-07.png,1,blue,1,sojourn,21,0,3,6084,0,0
blue,blue_2025-11-26_02-58-07.png,1,blue,2,reaper,14,0,5,3987,636,0
blue,blue_2025-11-26_02-58-07.png,1,blue,3,zenyatta,0,19,2,2014,3584,0
blue,blue_2025-11-26_02-58-07.png,1,blue,4,ana,8,15,3,1281,4257,41
blue,blue_2025-11-26_02-58-07.png,0,red,0,doomfist,2,1,7,4042,272,4321
blue,blue_2025-11-26_02-58-07.png,0,red,1,cassidy,0,2,7,3192,0,120
blue,blue_2025-11-26_02-58-07.png,0,red,2,genji,9,0,7,4537,0,241
blue,blue_2025-11-26_02-58-07.png,0,red,3,ana,5,1,3,1940,3472,430
blue,blue_2025-11-26_02-58-07.png,0,red,4,zenyatta,5,0,5,1931,2142,0
red,2025-11-25 030219.png,0,blue,0,junker_queen,20,6,11,15302,4371,5760
red,2025-11-25 030219.png,0,blue,1,freja,14,0,10,11939,211,0
red,2025-11-25 030219.png,0,blue,2,ashe,15,1,10,11525,0,92
red,2025-11-25 030219.png,0,blue,3,kiriko,13,15,11,5619,6477,0
red,2025-11-25 030219.png,0,blue,4,ana,11,11,11,4125,8164,2423
red,2025-11-25 030219.png,1,red,0,ramattra,31,2,5,14633,324,16532
red,2025-11-25 030219.png,1,red,1,cassidy,33,3,8,13001,706,196
red,2025-11-25 030219.png,1,red,2,genji,21,0,10,10491,89,1374
red,2025-11-25 030219.png,1,red,3,ana,19,27,4,4295,15017,1878
red,2025-11-25 030219.png,1,red,4,kiriko,13,29,7,3502,13903,0
red,2025-11-25 030254.png,0,blue,0,winston,10,2,5,8008,559,13281
red,2025-11-25 030254.png,0,blue,1,cassidy,6,0,7,6129,0,150
red,2025-11-25 030254.png,0,blue,2,genji,4,1,11,4162,141,567
red,2025-11-25 030254.png,0,blue,3,ana,2,6,7,2843,5314,652
red,2025-11-25 030254.png,0,blue,4,lucio,4,3,0,2261,4567,801
red,2025-11-25 030254.png,1,red,0,dva,19,7,3,5602,0,8314
red,2025-11-25 030254.png,1,red,1,cassidy,20,0,3,7464,0,30
red,2025-11-25 030254.png,1,red,2,symmetra,25,6,3,7288,222,899
red,2025-11-25 030254.png,1,red,3,moira,19,13,2,4410,7818,0
red,2025-11-25 030254.png,1,red,4,ana,11,17,2,3542,6424,355
red,2025-11-25 030410.png,0,blue,0,dva,10,4,8,7559,2199,7062
red,2025-11-25 030410.png,0,blue,1,ashe,7,3,0,9378,0,1
red,2025-11-25 030410.png,0,blue,2,reaper,6,0,13,8196,561,843
red,2025-11-25 030410.png,0,blue,3,brigitte,8,7,0,5537,9480,5363
red,2025-11-25 030410.png,0,blue,4,ana,3,6,0,3609,8283,306
red,2025-11-25 030410.png,1,red,0,dva,30,16,3,13372,356,9722
red,2025-11-25 030410.png,1,red,1,tracer,23,0,2,6350,0,0
red,2025-11-25 030410.png,1,red,2,mei,21,4,4,10931,1688,3857
red,2025-11-25 030410.png,1,red,3,ana,12,21,2,4092,9298,324
red,2025-11-25 030410.png,1,red,4,zenyatta,25,20,4,8575,8505,0
red,red_2025-11-26_01-22-31.png,0,blue,0,mauga,5,1,8,5054,626,2638
red,red_2025-11-26_01-22-31.png,0,blue,1,ashe,10,1,8,5767,0,0
red,red_2025-11-26_01-22-31.png,0,blue,2,mei,2,0,0,4310,873,1621
red,red_2025-11-26_01-22-31.png,0,blue,3,zenyatta,4,6,6,2256,4336,0
red,red_2025-11-26_01-22-31.png,0,blue,4,wuyang,2,6,5,1619,6828,620
red,red_2025-11-26_01-22-31.png,1,red,0,ramattra,18,2,2,5889,545,3700
red,red_2025-11-26_01-22-31.png,1,red,1,ashe,7,3,5,8094,0,0
red,red_2025-11-26_01-22-31.png,1,red,2,sombra,13,0,3,6241,0,0
red,red_2025-11-26_01-22-31.png,1,red,3,illari,14,6,1,4442,4639,0
red,red_2025-11-26_01-22-31.png,1,red,4,kiriko,20,17,0,4246,5265,0
red,red_2025-11-26_01-26-52.png,0,blue,0,orisa,6,2,7,7129,0,7185
red,red_2025-11-26_01-26-52.png,0,blue,1,tracer,8,1,8,3305,0,0
red,red_2025-11-26_01-26-52.png,0,blue,2,sojourn,8,0,5,6778,0,0
red,red_2025-11-26_01-26-52.png,0,blue,3,kiriko,5,6,7,2107,4211,0
red,red_2025-11-26_01-26-52.png,0,blue,4,ana,1,2,7,1478,3465,97
red,red_2025-11-26_01-26-52.png,1,red,0,junker_queen,16,7,2,6701,2159,1648
red,red_2025-11-26_01-26-52.png,1,red,1,junkrat,12,4,3,6377,0,0
red,red_2025-11-26_01-26-52.png,1,red,2,sombra,19,2,5,4746,247,0
red,red_2025-11-26_01-26-52.png,1,red,3,ana,10,10,3,1615,5891,661
red,red_2025-11-26_01-26-52.png,1,red,4,kiriko,5,15,0,1915,4432,0
red,red_2025-11-26_01-27-03.png,0,blue,0,doomfist,3,1,7,3361,312,1993
red,red_2025-11-26_01-27-03.png,0,blue,1,tracer,5,0,7,2915,0,0
red,red_2025-11-26_01-27-03.png,0,blue,2,genji,3,0,5,2820,50,491
red,red_2025-11-26_01-27-03.png,0,blue,3,lucio,2,3,5,1804,2585,825
red,red_2025-11-26_01-27-03.png,0,blue,4,ana,2,3,7,1496,2296,258
red,red_2025-11-26_01-27-03.png,1,red,0,reinhardt,18,2,1,4194,0,1683
red,red_2025-11-26_01-27-03.png,1,red,1,mei,16,3,2,3466,735,352
red,red_2025-11-26_01-27-03.png,1,red,2,venture,18,2,0,5284,0,839
red,red_2025-11-26_01-27-03.png,1,red,3,ana,6,8,2,1435,3078,97
red,red_2025-11-26_01-27-03.png,1,red,4,illari,14,6,0,2444,3737,0
red,red_2025-11-26_01-27-23.png,0,blue,0,zarya,10,5,4,9399,0,5223
red,red_2025-11-26_01-27-23.png,0,blue,1,ashe,11,0,7,5335,0,0
red,red_2025-11-26_01-27-23.png,0,blue,2,reaper,0,0,0,6793,1056,120
red,red_2025-11-26_01-27-23.png,0,blue,3,kiriko,6,3,7,2187,5428,0
red,red_2025-11-26_01-27-23.png,0,blue,4,illari,6,1,7,2833,4556,312
red,red_2025-11-26_01-27-23.png,1,red,0,winston,18,2,4,5711,76,11720
red,red_2025-11-26_01-27-23.png,1,red,1,junkrat,21,4,3,6879,0,0
red,red_2025-11-26_01-27-23.png,1,red,2,sombra,13,3,4,3945,408,0
red,red_2025-11-26_01-27-23.png,1,red,3,wuyang,16,7,3,4843,7252,307
red,red_2025-11-26_01-27-23.png,1,red,4,ana,10,12,3,3268,8359,188
red,red_2025-11-26_01-27-31.png,0,blue,0,doomfist,16,1,4,6320,586,4285
red,red_2025-11-26_01-27-31.png,0,blue,1,widowmaker,15,3,8,4597,0,0
red,red_2025-11-26_01-27-31.png,0,blue,2,ashe,0,2,0,8871,0,0
red,red_2025-11-26_01-27-31.png,0,blue,3,ana,5,6,6,2989,4165,488
red,red_2025-11-26_01-27-31.png,0,blue,4,illari,9,7,5,2410,10344,0
red,red_2025-11-26_01-27-31.png,1,red,0,zarya,16,5,3,8110,0,3868
red,red_2025-11-26_01-27-31.png,1,red,1,ashe,11,1,7,6541,235,521
red,red_2025-11-26_01-27-31.png,1,red,2,genji,19,0,5,7405,85,2402
red,red_2025-11-26_01-27-31.png,1,red,3,zenyatta,9,16,6,4820,5731,0
red,red_2025-11-26_01-27-31.png,1,red,4,juno,8,0,5,3868,7511,0
red,red_2025-11-26_01-27-52.png,0,blue,0,mauga,0,16,12,16060,2169,7972
red,red_2025-11-26_01-27-52.png,0,blue,1,sojourn,24,0,12,10989,0,0
red,red_2025-11-26_01-27-52.png,0,blue,2,cassidy,18,1,12,13071,0,259
red,red_2025-11-26_01-27-52.png,0,blue,3,lucio,19,18,8,7681,11749,511
red,red_2025-11-26_01-27-52.png,0,blue,4,ana,11,16,11,4657,9834,839
red,red_2025-11-26_01-27-52.png,1,red,0,doomfist,30,11,10,17271,849,8376
red,red_2025-11-26_01-27-52.png,1,red,1,tracer,29,0,7,10948,0,0
red,red_2025-11-26_01-27-52.png,1,red,2,reaper,25,0,8,9968,1739,0
red,red_2025-11-26_01-27-52.png,1,red,3,moira,21,19,7,7519,13209,0
red,red_2025-11-26_01-27-52.png,1,red,4,ana,13,14,11,5319,10214,1401
red,red_2025-11-26_01-28-12.png,0,blue,0,orisa,3,0,6,8080,0,8483
red,red_2025-11-26_01-28-12.png,0,blue,1,tracer,4,0,11,3702,0,0
red,red_2025-11-26_01-28-12.png,0,blue,2,sojourn,6,0,6,6815,0,0
red,red_2025-11-26_01-28-12.png,0,blue,3,ana,0,5,2,3363,4877,1315
red,red_2025-11-26_01-28-12.png,0,blue,4,kiriko,2,2,5,2884,4127,0
red,red_2025-11-26_01-28-12.png,1,red,0,roadhog,16,3,1,6460,5057,599
red,red_2025-11-26_01-28-12.png,1,red,1,mei,7,0,2,3746,2027,1342
red,red_2025-11-26_01-28-12.png,1,red,2,ashe,12,0,2,7032,0,0
red,red_2025-11-26_01-28-12.png,1,red,3,ana,6,8,0,693,7254,719
red,red_2025-11-26_01-28-12.png,1,red,4,zenyatta,13,10,3,3973,4925,0
red,red_2025-11-26_01-28-34.png,0,blue,0,orisa,3,0,7,6200,0,3015
red,red_2025-11-26_01-28-34.png,0,blue,1,tracer,6,0,6,4051,0,0
red,red_2025-11-26_01-28-34.png,0,blue,2,cassidy,4,0,6,7737,0,199
red,red_2025-11-26_01-28-34.png,0,blue,3,ana,6,5,1,2692,7669,820
red,red_2025-11-26_01-28-34.png,0,blue,4,kiriko,5,2,2,3534,4237,600
red,red_2025-11-26_01-28-34.png,1,red,0,reinhardt,7,1,2,4220,0,13569
red,red_2025-11-26_01-28-34.png,1,red,1,venture,6,0,4,4139,0,1047
red,red_2025-11-26_01-28-34.png,1,red,2,mei,8,1,2,4126,878,888
red,red_2025-11-26_01-28-34.png,1,red,3,ana,6,7,1,2966,6931,399
red,red_2025-11-26_01-28-34.png,1,red,4,zenyatta,18,6,1,7329,7411,0
red,red_2025-11-26_01-28-46.png,0,blue,0,zarya,13,3,9,10434,0,12354
red,red_2025-11-26_01-28-46.png,0,blue,1,tracer,10,0,8,5986,0,0
red,red_2025-11-26_01-28-46.png,0,blue,2,cassidy,15,1,10,11720,0,370
red,red_2025-11-26_01-28-46.png,0,blue,3,kiriko,7,16,7,3340,9617,0
red,red_2025-11-26_01-28-46.png,0,blue,4,ana,7,7,0,3990,10317,1346
red,red_2025-11-26_01-28-46.png,1,red,0,orisa,24,8,5,11510,0,12323
red,red_2025-11-26_01-28-46.png,1,red,1,cassidy,31,2,3,15534,0,361
red,red_2025-11-26_01-28-46.png,1,red,2,sombra,7,5,5,5826,236,0
red,red_2025-11-26_01-28-46.png,1,red,3,kiriko,6,21,3,2251,12067,0
red,red_2025-11-26_01-28-46.png,1,red,4,wuyang,13,5,6,4102,11035,40
red,red_2025-11-26_01-29-03.png,0,blue,0,winston,7,4,6,6917,147,8138
red,red_2025-11-26_01-29-03.png,0,blue,1,ashe,14,2,5,5459,0,0
red,red_2025-11-26_01-29-03.png,0,blue,2,genji,9,0,5,4743,115,968
red,red_2025-11-26_01-29-03.png,0,blue,3,ana,5,8,0,1159,6749,291
red,red_2025-11-26_01-29-03.png,0,blue,4,zenyatta,10,15,0,4815,7591,0
red,red_2025-11-26_01-29-03.png,1,red,0,winston,19,5,3,8324,740,9595
red,red_2025-11-26_01-29-03.png,1,red,1,reaper,7,0,4,6501,930,0
red,red_2025-11-26_01-29-03.png,1,red,2,ashe,14,1,0,7294,0,0
red,red_2025-11-26_01-29-03.png,1,red,3,kiriko,8,14,3,3457,7548,0
red,red_2025-11-26_01-29-03.png,1,red,4,ana,11,13,6,2443,3696,596
red,red_2025-11-26_01-29-36.png,0,blue,0,wrecking_ball,6,0,4,7551,0,2181
red,red_2025-11-26_01-29-36.png,0,blue,1,widowmaker,5,1,6,2514,0,3
red,red_2025-11-26_01-29-36.png,0,blue,2,symmetra,3,0,0,2693,133,364
red,red_2025-11-26_01-29-36.png,0,blue,3,ana,2,3,4,2759,2687,791
red,red_2025-11-26_01-29-36.png,0,blue,4,moira,1,2,5,2224,1377,0
red,red_2025-11-26_01-29-36.png,1,red,0,reinhardt,18,2,1,7815,0,8930
red,red_2025-11-26_01-29-36.png,1,red,1,widowmaker,0,2,3,2867,0,0
red,red_2025-11-26_01-29-36.png,1,red,2,tracer,13,0,2,5650,0,0
red,red_2025-11-26_01-29-36.png,1,red,3,ana,3,7,3,804,4268,44
red,red_2025-11-26_01-29-36.png,1,red,4,lifeweaver,7,10,2,1408,6727,261
red,red_2025-11-26_01-29-52.png,0,blue,0,zarya,4,0,4,3256,0,2045
red,red_2025-11-26_01-29-52.png,0,blue,1,widowmaker,3,0,1,1308,0,0
red,red_2025-11-26_01-29-52.png,0,blue,2,ashe,4,2,2,4672,0,0
